timestamp,event,detail,confidence,match,reference_frame,turn,player_active,opponent_active,weather,terrain,trick_room,tailwind,screens,field_status,actor,pokemon,hp_percent,reference_frame_shows_subject,manual_correction,winner,source,player_team,opponent_team,player_brought,opponent_brought,player_lead,opponent_lead,illegal_species_detected,likely_missed_opponent_species,roster_conflict,roster_conflict_species,target,move,hp_current,hp_max,status
3311.5,pokemon_sent_out,Sneasler sent out,0.95,7,match_frames\match_7\ocr_00224.jpg,,,,,,,,,,player,Sneasler,,True,,,ocr,,,,,,,,,,,,,,,
3315.5,move_used,Protect,0.95,7,match_frames\match_7\ocr_00232.jpg,,,,,,,,,,,Floette,,,,,ocr,,,,,,,,,,,,,,,
3318,field_state,"Floette protected, Sneasler, Kingambit, Aerodactyl active.",1.0,7,match_frames\match_7\ocr_00240.jpg,,"Floette, Sneasler","Kingambit, Aerodactyl",,,False,,[],[],,,,,,,,,,,,,,,,,,,,,,
3321.0,move_used,Tailwind,0.95,7,match_frames\match_7\ocr_00243.jpg,,,,,,,,,,,Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3321,field_state,Initial field state for visible turn.,0.9,7,match_frames\match_7\ocr_00243.jpg,,"Kingambit, Sneasler","Aerodactyl, Kingambit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,tailwind,Tailwind started on opposing side,1.0,7,match_frames\match_7\ocr_00252.jpg,,,,,,,,,,opponent,,,,,,,,,,,,,,,,,,,,,
3324,field_state,Tailwind activated for opponent,1.0,7,match_frames\match_7\ocr_00252.jpg,,"Kingambit, Sneasler","Aerodactyl, Kingambit",,,,opponent,,,,,,,,,,,,,,,,,,,,,,,,
3327.0,move_used,Low Kick,0.95,7,match_frames\match_7\ocr_00255.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3327,hp_change,"Sneasler HP updated to 133/155 [HP pixel-check: bar fill reads ~0%, disagrees with the 86% recorded here - worth verifying against the reference frame] [reference-frame check: 'Sneasler' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,7,match_frames\match_7\ocr_00252.jpg,,,,,,,,,,player,Sneasler,86,False,,,,,,,,,,,,,,,,,,
3327,field_state,Sneasler HP updated,1.0,7,match_frames\match_7\ocr_00252.jpg,,"Kingambit, Sneasler","Aerodactyl, Kingambit",,,,opponent,,,,,,,,,,,,,,,,,,,,,,,,
3330,not_very_effective_hit,Attack on Sneasler was not very effective,1.0,7,match_frames\match_7\ocr_00264.jpg,,,,,,,,,,opponent,Sneasler,,True,,,,,,,,,,,,,,,,,,
3330,hp_change,"Sneasler HP updated to 109/155 [HP pixel-check: bar fill reads ~0%, disagrees with the 70% recorded here - worth verifying against the reference frame]",0.5,7,match_frames\match_7\ocr_00264.jpg,,,,,,,,,,player,Sneasler,70,True,,,,,,,,,,,,,,,,,,
3330,field_state,Sneasler took not very effective damage,1.0,7,match_frames\match_7\ocr_00264.jpg,,"Kingambit, Sneasler","Aerodactyl, Kingambit",,,,opponent,,,,,,,,,,,,,,,,,,,,,,,,
3344.5,move_used,Fake Out [move-legality check: 'Fake Out' is not in Sneasler's known learnset - worth verifying against the source frame],0.3,7,match_frames\match_7\ocr_00290.jpg,,,,,,,,,,,Sneasler,,,,,ocr,,,,,,,,,,,,,,,
3345,hp_change,"Opponent Kingambit HP updated to 89% [HP pixel-check: bar fill reads ~0%, disagrees with the 89% recorded here - worth verifying against the reference frame] [reference-frame check: 'Kingambit' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,7,match_frames\match_7\ocr_00288.jpg,,,,,,,,,,opponent,Kingambit,89,False,,,,,,,,,,,,,,,,,,
3345,field_state,Opponent Kingambit HP updated,1.0,7,match_frames\match_7\ocr_00288.jpg,,"Kingambit, Sneasler","Aerodactyl, Kingambit",,,,opponent,,,,,,,,,,,,,,,,,,,,,,,,
3350.0,move_used,Rock Slide,0.95,7,match_frames\match_7\ocr_00301.jpg,,,,,,,,,,,Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3352,field_state,Start of turn 1 field state,1.0,7,match_frames\match_7\ocr_00304.jpg,1,"Floette, Sneasler","Kingambit, Aerodactyl",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3355,move_used,Kingambit used a move [move-legality check: 'a move' is not in Kingambit's known learnset - worth verifying against the source frame] [reference-frame check: 'Kingambit' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.3,7,match_frames\match_7\ocr_00311.jpg,,,,,,,,,,opponent,Kingambit,,False,,,,,,,,,,,,,,,,,,
3355,not_very_effective_hit,It's not very effective on Sneasler.,1.0,7,match_frames\match_7\ocr_00311.jpg,,,,,,,,,,opponent,Sneasler,,True,,,,,,,,,,,,,,,,,,
3357.5,status_inflicted,The opposing Kingambit flinched,0.95,7,match_frames\match_7\ocr_00316.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3359.5,move_used,Dazzling Gleam,0.95,7,match_frames\match_7\ocr_00320.jpg,,,,,,,,,,,Floette,,,,,ocr,,,,,,,,,,,,,,,
3361,move_used,Player used a move,0.7,7,match_frames\match_7\ocr_00320.jpg,,,,,,,,,,player,,,,,,,,,,,,,,,,,,,,,
3364,hp_change,"Kingambit's HP changed to 20% [HP pixel-check: bar fill reads ~0%, disagrees with the 20% recorded here - worth verifying against the reference frame]",0.5,7,match_frames\match_7\ocr_00332.jpg,,,,,,,,,,opponent,Kingambit,20,True,,,,,,,,,,,,,,,,,,
3364,hp_change,"Aerodactyl's HP changed to 33% [HP pixel-check: bar fill reads ~0%, disagrees with the 33% recorded here - worth verifying against the reference frame]",0.5,7,match_frames\match_7\ocr_00332.jpg,,,,,,,,,,opponent,Aerodactyl,33,True,,,,,,,,,,,,,,,,,,
3367,turn_start,Turn 2 begins,1.0,7,match_frames\match_7\ocr_00338.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,field_state,End of turn 1 / Start of turn 2 field state,1.0,7,match_frames\match_7\ocr_00338.jpg,2,"Floette, Sneasler","Kingambit, Aerodactyl",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3394.0,move_used,Protect,0.95,7,match_frames\match_7\ocr_00389.jpg,,,,,,,,,,,Floette,,,,,ocr,,,,,,,,,,,,,,,
3394,pokemon_sent_out,Floette was sent out [reference-frame check: 'Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00386.jpg,,,,,,,,,,player,Floette,,False,,,,,,,,,,,,,,,,,,
3394,pokemon_sent_out,Sneasler was sent out [reference-frame check: 'Sneasler' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00386.jpg,,,,,,,,,,player,Sneasler,,False,,,,,,,,,,,,,,,,,,
3394,pokemon_sent_out,Aerodactyl was sent out [reference-frame check: 'Aerodactyl' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00386.jpg,,,,,,,,,,opponent,Aerodactyl,,False,,,,,,,,,,,,,,,,,,
3394,pokemon_sent_out,Kingambit was sent out [reference-frame check: 'Kingambit' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00386.jpg,,,,,,,,,,opponent,Kingambit,,False,,,,,,,,,,,,,,,,,,
3394,field_state,Initial field state for Turn 1,1.0,7,match_frames\match_7\ocr_00386.jpg,1,"Floette, Sneasler","Aerodactyl, Kingambit",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3397,field_state,Floette is protected,1.0,7,match_frames\match_7\ocr_00397.jpg,1,"Floette, Sneasler","Aerodactyl, Kingambit",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3399.0,move_used,Rock Slide,0.95,7,match_frames\match_7\ocr_00399.jpg,,,,,,,,,,,Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3399.5,move_used,Rock Slide,0.95,7,match_frames\match_7\ocr_00400.jpg,,,,,,,,,,,Mega Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3406,hp_change,"Sneasler's HP changed to 58/155 [HP pixel-check: bar fill reads ~0%, disagrees with the 37% recorded here - worth verifying against the reference frame]",0.5,7,match_frames\match_7\ocr_00416.jpg,,,,,,,,,,player,Sneasler,37,True,,,,,,,,,,,,,,,,,,
3406,field_state,Sneasler took damage,1.0,7,match_frames\match_7\ocr_00416.jpg,1,"Floette, Sneasler","Aerodactyl, Kingambit",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3411.0,move_used,Kowtow Cleave,0.95,7,match_frames\match_7\ocr_00423.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3415,not_very_effective_hit,It's not very effective on Sneasler.,1.0,7,match_frames\match_7\ocr_00434.jpg,,,,,,,,,,opponent,Sneasler,,True,,,,,,,,,,,,,,,,,,
3415,hp_change,Sneasler's HP changed to 0/155,1.0,7,match_frames\match_7\ocr_00434.jpg,,,,,,,,,,player,Sneasler,0,True,,,,,,,,,,,,,,,,,,
3415,field_state,Sneasler fainted,1.0,7,match_frames\match_7\ocr_00434.jpg,1,"Floette, Sneasler","Aerodactyl, Kingambit",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3417.5,pokemon_fainted,Sneasler fainted,0.95,7,match_frames\match_7\ocr_00436.jpg,,,,,,,,,,player,Sneasler,0,True,,,ocr,,,,,,,,,,,,,,,
3424,pokemon_sent_out,"Read 'Incineroar' on screen, but not in known roster - reporting closest match, Charizard. Player's trainer shown, but Pokemon appears on opponent's side in next frame. [reference-frame check: 'Charizard' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,7,match_frames\match_7\ocr_00448.jpg,,,,,,,,,,opponent,Charizard,,False,,,,,,,,,,,,True,['Incineroar'],,,,,
3425.5,pokemon_sent_out,Incineroar sent out,0.95,7,match_frames\match_7\ocr_00452.jpg,,,,,,,,,,player,Incineroar,,True,,,ocr,,,,,,,,,,,,,,,
3427,battle_start,,1.0,7,match_frames\match_7\ocr_00453.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,pokemon_sent_out,"Visually 'Iron Moth', reporting Floette. [reference-frame check: 'Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,7,match_frames\match_7\ocr_00453.jpg,,,,,,,,,,player,Floette,,False,,,,,,,,,,,,,,,,,,
3427,pokemon_sent_out,[reference-frame check: 'Kingambit' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00453.jpg,,,,,,,,,,player,Kingambit,,False,,,,,,,,,,,,,,,,,,
3427,pokemon_sent_out,[reference-frame check: 'Aerodactyl' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00453.jpg,,,,,,,,,,opponent,Aerodactyl,,False,,,,,,,,,,,,,,,,,,
3427,field_state,"Battle start, initial Pokemon.",1.0,7,match_frames\match_7\ocr_00453.jpg,1,"Floette, Kingambit","Charizard, Aerodactyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,item_or_ability_activated,Kingambit's Defiant activated.,1.0,7,match_frames\match_7\ocr_00462.jpg,,,,,,,,,,player,Kingambit,,True,,,,,,,,,,,,,,,,,,
3448,pokemon_sent_out,"Read 'Incineroar' on screen, but not in known roster - reporting closest match, Delphox. Switched in for Kingambit. [reference-frame check: 'Delphox' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,7,match_frames\match_7\ocr_00496.jpg,,,,,,,,,,player,Delphox,,False,,,,,,,,,,,,True,['Incineroar'],,,,,
3448,pokemon_sent_out,Switched in for Charizard. [reference-frame check: 'Kingambit' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,7,match_frames\match_7\ocr_00496.jpg,,,,,,,,,,opponent,Kingambit,,False,,,,,,,,,,,,,,,,,,
3448,field_state,Pokemon switched and HP changed.,1.0,7,match_frames\match_7\ocr_00496.jpg,,"Floette, Delphox","Kingambit, Aerodactyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452.5,move_used,Protect,0.95,7,match_frames\match_7\ocr_00506.jpg,,,,,,,,,,,Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3453.0,move_used,Protect,0.95,7,match_frames\match_7\ocr_00507.jpg,,,,,,,,,,,Mega Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3454.0,move_used,Protect,0.95,7,match_frames\match_7\ocr_00509.jpg,,,,,,,,,,,Aerodactyl,,,,,ocr,,,,,,,,,,,,,,,
3458.0,move_used,Fake Out,0.95,7,match_frames\match_7\ocr_00517.jpg,,,,,,,,,,,Incineroar,,,,,ocr,,,,,,,,,,,,,,,
3458,move_used,"Read 'Incineroar' on screen, reporting 'Conkeldurr' as closest known team match. [move-legality check: 'Read 'Incineroar'' is not in Conkeldurr's known learnset - worth verifying against the source frame] [reference-frame check: 'Conkeldurr' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,7,match_frames\match_7\ocr_00516.jpg,,,,,,,,,,player,Conkeldurr,,False,,,,,,,,,,,,,,,,,,
3461,not_very_effective_hit,"Read 'Incineroar' on screen, reporting 'Conkeldurr' as closest known team match. [reference-frame check: 'Conkeldurr' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,7,match_frames\match_7\ocr_00525.jpg,,,,,,,,,,player,Conkeldurr,,False,,,,,,,,,,,,,,,,,,
3461,hp_change,"HP dropped to 15% [HP pixel-check: bar fill reads ~0%, disagrees with the 15% recorded here - worth verifying against the reference frame]",0.5,7,match_frames\match_7\ocr_00525.jpg,,,,,,,,,,opponent,Kingambit,15,True,,,,,,,,,,,,,,,,,,
3461,field_state,"Initial field state, opponent's Tailwind inferred from later event.",0.8,7,match_frames\match_7\ocr_00525.jpg,1,"Conkeldurr, Floette","Kingambit, Aerodactyl",,,False,opponent,,[],,,,,,,,,,,,,,,,,,,,,,
3463.5,status_inflicted,The opposing Kingambit flinched,0.95,7,match_frames\match_7\ocr_00528.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3465.5,move_used,Draining Kiss,0.95,7,match_frames\match_7\ocr_00532.jpg,,,,,,,,,,,Floette,,,,,ocr,,,,,,,,,,,,,,,
3467,move_used,Protected itself [move-legality check: 'Protected itself' is not in Aerodactyl's known learnset - worth verifying against the source frame],0.3,7,match_frames\match_7\ocr_00537.jpg,,,,,,,,,,opponent,Aerodactyl,,True,,,,,,,,,,,,,,,,,,
3470,field_state,Opponent's Tailwind ended.,1.0,7,match_frames\match_7\ocr_00543.jpg,1,"Conkeldurr, Floette","Kingambit, Aerodactyl",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3473,field_state,Start of Turn 2 with updated HP.,1.0,7,match_frames\match_7\ocr_00546.jpg,2,"Floette, Conkeldurr","Kingambit, Aerodactyl",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3482,pokemon_fainted,"Fainted, shown in summary screen.",1.0,7,match_frames\match_7\ocr_00565.jpg,,,,,,,,,,player,Sneasler,0,True,,,,,,,,,,,,,,,,,,
3482,item_or_ability_activated,"Held item Floetite, Ability Fairy Aura. [reference-frame check: 'Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,7,match_frames\match_7\ocr_00565.jpg,,,,,,,,,,player,Floette,,False,,,,,,,,,,,,,,,,,,
3488,field_state,"Initial field state. Player's Incineroar (read on screen) is not in the known roster; reporting closest match, Kingambit.",0.3,7,match_frames\match_7\ocr_00577.jpg,,"Floette, Kingambit","Kingambit, Aerodactyl",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3507.5,pokemon_sent_out,Sinistcha the Teeny sent out,0.95,7,match_frames\match_7\ocr_00616.jpg,,,,,,,,,,player,Sinistcha,,True,,,ocr,,,,,,,,,,,,,,,
3509,field_state,Player switched Incineroar for Sinistcha.,1.0,7,match_frames\match_7\ocr_00622.jpg,,"Floette, Sinistcha","Kingambit, Aerodactyl",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3509,item_or_ability_activated,Sinistcha's Hospitality ability activated.,1.0,7,match_frames\match_7\ocr_00622.jpg,,,,,,,,,,player,Sinistcha,,True,,,,,,,,,,,,,,,,,,
3512,hp_change,"Floette healed by Sinistcha's Hospitality. HP bar did not visually update from 114/175. [HP pixel-check: bar fill reads ~0%, disagrees with the 65% recorded here - worth verifying against the reference frame]",0.5,7,match_frames\match_7\ocr_00628.jpg,,,,,,,,,,player,Floette,65,True,,,,,,,,,,,,,,,,,,
3518,tailwind,Tailwind started blowing on the opposing side.,1.0,7,match_frames\match_7\ocr_00639.jpg,,,,,,,,,,opponent,,,,,,,,,,,,,,,,,,,,,
3518,field_state,Tailwind activated on opponent's side.,1.0,7,match_frames\match_7\ocr_00639.jpg,,"Floette, Sinistcha","Kingambit, Aerodactyl",,,False,opponent,,[],,,,,,,,,,,,,,,,,,,,,,
3520.5,move_used,lron Head [move-legality check: 'lron Head' is not in Kingambit's known learnset - worth verifying against the source frame],0.3,7,match_frames\match_7\ocr_00642.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3521,field_state,"Initial field state, Floette's HP is 157/175.",1.0,7,match_frames\match_7\ocr_00642.jpg,,"Kingambit, Floette","Aerodactyl, Kingambit",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3521,hp_change,"Floette's HP after being hit. [HP pixel-check: bar fill reads ~0%, disagrees with the 90% recorded here - worth verifying against the reference frame] [reference-frame check: 'Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,7,match_frames\match_7\ocr_00642.jpg,,,,,,,,,,opponent,Floette,89.7,False,,,,,,,,,,,,,,,,,,
3521.5,move_used,Iron Head,0.95,7,match_frames\match_7\ocr_00644.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3524,super_effective_hit,It's super effective on Floette!,1.0,7,match_frames\match_7\ocr_00651.jpg,,,,,,,,,,opponent,Floette,,True,,,,,,,,,,,,,,,,,,
3524,hp_change,Floette's HP dropped to 0.,1.0,7,match_frames\match_7\ocr_00651.jpg,,,,,,,,,,opponent,Floette,0.0,True,,,,,,,,,,,,,,,,,,
3524,field_state,Floette fainted.,1.0,7,match_frames\match_7\ocr_00651.jpg,,"Kingambit, Floette","Aerodactyl, Kingambit",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3527.0,pokemon_fainted,Floette fainted,0.95,7,match_frames\match_7\ocr_00655.jpg,,,,,,,,,,player,Floette,0,True,,,ocr,,,,,,,,,,,,,,,
3170.0,team_preview,"P1 team: Conkeldurr, Kingambit, Sneasler, Floette, Sinistcha, Delphox | P2 team: Garchomp, Noivern, Basculegion, Charizard, Heracross, Sylveon  ||  P1 brought: Delphox, Floette, Kingambit, Sneasler | P2 brought: Aerodactyl, Kingambit, Charizard, Floette",0.8,7,,,,,,,,,,,both,,,,,,,"Conkeldurr, Kingambit, Sneasler, Floette, Sinistcha, Delphox","Garchomp, Noivern, Basculegion, Charizard, Heracross, Sylveon","Delphox, Floette, Kingambit, Sneasler","Aerodactyl, Kingambit, Charizard, Floette","Delphox, Floette","Aerodactyl, Kingambit",[],,,,,,,,
3530.0,battle_end,You lost to the Trainer!,0.85,7,,,,,,,,,,,opponent,,,,,opponent,,,,,,,,,,,,,,,,
3650,item_or_ability_activated,Incineroar's Intimidate activated,1.0,8,match_frames\match_8\ocr_00004.jpg,,,,,,,,,,opponent,Incineroar,,True,,,,,,,,,,,,,,,,,,
3650,stat_change,Floette's Attack fell,1.0,8,match_frames\match_8\ocr_00004.jpg,,,,,,,,,,player,Floette,,True,,,,,,,,,,,,,,,,,,
3650,stat_change,Incineroar's Attack fell,1.0,8,match_frames\match_8\ocr_00004.jpg,,,,,,,,,,player,Incineroar,,True,,,,,,,,,,,,,,,,,,
3650,field_state,"Turn 1 start, Intimidate activated",1.0,8,match_frames\match_8\ocr_00004.jpg,1,"Floette, Incineroar","Incineroar, Girafarig",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3665,item_or_ability_activated,Floette's Floettite is reacting to Michi's Omni Ring [reference-frame check: 'Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,8,match_frames\match_8\ocr_00028.jpg,,,,,,,,,,player,Floette,,False,,,,,,,,,,,,,,,,,,
3674,item_or_ability_activated,Floette has Mega Evolved into Mega Floette,1.0,8,match_frames\match_8\ocr_00052.jpg,,,,,,,,,,player,Floette,,True,,,,,,,,,,,,,,,,,,
3674,field_state,Floette Mega Evolved into Mega Floette,1.0,8,match_frames\match_8\ocr_00052.jpg,1,"Mega Floette, Incineroar","Incineroar, Girafarig",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3677,item_or_ability_activated,Mega Floette's Fairy Aura activated,1.0,8,match_frames\match_8\ocr_00054.jpg,,,,,,,,,,player,Mega Floette,,True,,,,,,,,,,,,,,,,,,
3677,field_state,Mega Floette's Fairy Aura activated,1.0,8,match_frames\match_8\ocr_00054.jpg,1,"Mega Floette, Incineroar","Incineroar, Girafarig",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3680.0,move_used,Fake Out,0.95,8,match_frames\match_8\ocr_00061.jpg,,,,,,,,,,,Incineroar,,,,,ocr,,,,,,,,,,,,,,,
3680,move_used,Mega Floette used a move [reference-frame check: 'Mega Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,8,match_frames\match_8\ocr_00058.jpg,,,,,,,,,,player,Mega Floette,,False,,,,,,,,,,,,,,,,,,
3680,hp_change,"Incineroar took damage [HP pixel-check: bar fill reads ~0%, disagrees with the 75% recorded here - worth verifying against the reference frame] [reference-frame check: 'Incineroar' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,8,match_frames\match_8\ocr_00058.jpg,,,,,,,,,,opponent,Incineroar,75,False,,,,,,,,,,,,,,,,,,
3680,field_state,Opponent Incineroar took damage,1.0,8,match_frames\match_8\ocr_00058.jpg,1,"Mega Floette, Incineroar","Incineroar, Girafarig",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
3680.5,move_used,Fake Out,0.95,8,match_frames\match_8\ocr_00062.jpg,,,,,,,,,,,Incineroar,,,,,ocr,,,,,,,,,,,,,,,
3683,hp_change,lost some HP,1.0,8,match_frames\match_8\ocr_00068.jpg,,,,,,,,,,opponent,Incineroar,,True,,,,,,,,,,,,,,,,,,
3683,item_or_ability_activated,Life Orb activated,1.0,8,match_frames\match_8\ocr_00068.jpg,,,,,,,,,,opponent,Incineroar,,True,,,,,,,,,,,,,,,,,,
3683,field_state,,0.8,8,match_frames\match_8\ocr_00068.jpg,,"Floette, Incineroar","Incineroar, Girafarig",,,False,,,,,,,,,,,,,,,,,,,,,,,,,
3687.5,status_inflicted,Floette flinched,0.95,8,match_frames\match_8\ocr_00076.jpg,,,,,,,,,,,Floette,,,,,ocr,,,,,,,,,,,,,,,
3690.0,move_used,Parting Shot [move-legality check: 'Parting Shot' is not in Incineroar's known learnset - worth verifying against the source frame],0.3,8,match_frames\match_8\ocr_00081.jpg,,,,,,,,,,,Incineroar,,,,,ocr,,,,,,,,,,,,,,,
3692,stat_change,Attack and Sp. Atk fell,1.0,8,match_frames\match_8\ocr_00088.jpg,,,,,,,,,,opponent,Incineroar,,True,,,,,,,,,,,,,,,,,,
3701.0,pokemon_sent_out,Kingambit sent out,0.95,8,match_frames\match_8\ocr_00103.jpg,,,,,,,,,,player,Kingambit,,True,,,ocr,,,,,,,,,,,,,,,
3702,field_state,,0.8,8,match_frames\match_8\ocr_00108.jpg,,"Floette, Kingambit","Incineroar, Girafarig",,,False,,,,,,,,,,,,,,,,,,,,,,,,,
3705,move_used,"used Trick Room. Read 'Farigiraf' on screen, but reporting 'Girafarig' from known team. [move-legality check: 'Trick Room. Read 'Farigiraf'' is not in Girafarig's known learnset - worth verifying against the source frame] [reference-frame check: 'Girafarig' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,8,match_frames\match_8\ocr_00112.jpg,,,,,,,,,,opponent,Girafarig,,False,,,,,,,,,,,,,,,,,,
3705.5,move_used,Trick Room,0.95,8,match_frames\match_8\ocr_00112.jpg,,,,,,,,,,,Farigiraf,,,,,ocr,,,,,,,,,,,,,,,
3714,field_state,New turn with Trick Room active (4/5 turns remaining).,0.8,8,match_frames\match_8\ocr_00129.jpg,1,"Floette, Kingambit","Incineroar, Girafarig",,,True,,,,,,,,,,,,,,,,,,,,,,,,,
3717,field_state,Initial field state for turn 4,1.0,8,match_frames\match_8\ocr_00136.jpg,4,"Floette, Kingambit","Incineroar, Girafarig",,,True,,,[],,,,,,,,,,,,,,,,,,,,,,
3729,move_used,Opposing Farigiraf used Helping Hand! [move-legality check: 'Opposing Farigiraf used Helping Hand' is not in Girafarig's known learnset - worth verifying against the source frame] [reference-frame check: 'Girafarig' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.3,8,match_frames\match_8\ocr_00156.jpg,,,,,,,,,,opponent,Girafarig,,False,,,,,,,,,,,,,,,,,,
3730.5,move_used,Helping Hand,0.95,8,match_frames\match_8\ocr_00162.jpg,,,,,,,,,,,Farigiraf,,,,,ocr,,,,,,,,,,,,,,,
3737.0,move_used,Close Combat,0.95,8,match_frames\match_8\ocr_00175.jpg,,,,,,,,,,,Incineroar,,,,,ocr,,,,,,,,,,,,,,,
3741,super_effective_hit,It's extremely effective on Kingambit!,1.0,8,match_frames\match_8\ocr_00186.jpg,,,,,,,,,,,Kingambit,,,,,,,,,,,,,,,,,,,,
3741,hp_change,Kingambit's HP dropped to 0,1.0,8,match_frames\match_8\ocr_00186.jpg,,,,,,,,,,,Kingambit,0,,,,,,,,,,,,,,,,,,,
3741,pokemon_fainted,Kingambit fainted,1.0,8,match_frames\match_8\ocr_00186.jpg,,,,,,,,,,player,Kingambit,,True,,,,,,,,,,,,,,,,,,
3741,field_state,Kingambit fainted,1.0,8,match_frames\match_8\ocr_00186.jpg,4,"Floette, Kingambit","Incineroar, Girafarig",,,True,,,[],,,,,,,,,,,,,,,,,,,,,,
3743.0,item_or_ability_activated,extremely effective on Kingambit,0.75,8,match_frames\match_8\ocr_00187.jpg,,,,,,,,,,,Kingambit,,,,,ocr,,,,,,,,,,,,,,,
3744,stat_change,Opposing Incineroar's Defense and Sp. Def fell! [reference-frame check: 'Incineroar' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,8,match_frames\match_8\ocr_00187.jpg,,,,,,,,,,opponent,Incineroar,,False,,,,,,,,,,,,,,,,,,
3746.5,pokemon_fainted,Kingambit fainted,0.95,8,match_frames\match_8\ocr_00194.jpg,,,,,,,,,,player,Kingambit,0,True,,,ocr,,,,,,,,,,,,,,,
3747,pokemon_sent_out,Floette sent out [reference-frame check: 'Floette' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,8,match_frames\match_8\ocr_00192.jpg,,,,,,,,,,player,Floette,,False,,,,,,,,,,,,,,,,,,
3750,item_or_ability_activated,Incineroar's Life Orb activated,1.0,8,match_frames\match_8\ocr_00204.jpg,,,,,,,,,,player,Incineroar,,True,,,,,,,,,,,,,,,,,,
3750,field_state,Turn 1 field state,0.9,8,match_frames\match_8\ocr_00204.jpg,1,"Incineroar, Floette","Hisuian Sliggoo, Girafarig",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
